@relation occupancy_detection_training_dataset

@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy {Y,N}

@data
20.79,20.2,0,458,0.00306,N
20.79,20.2,0,460,0.00306,N
20.79,20.25,0,460,0.003067,N
20.79,20.29,0,460.5,0.003074,N
20.75,20.29,0,460,0.003065,N
20.79,20.29,0,457,0.003074,N
20.75,20.34,0,460.5,0.003073,N
20.7,20.39,0,461,0.003072,N
20.75,20.39,0,458.5,0.00308,N
20.7,20.39,0,461.33,0.003072,N
20.7,20.39,0,457.5,0.003072,N
20.7,20.39,0,455,0.003072,N
20.7,20.45,0,461.5,0.00308,N
20.7,20.45,0,461,0.00308,N
20.7,20.5,0,460.5,0.003088,N
20.7,20.5,0,461,0.003088,N
20.7,20.55,0,459.5,0.003096,N
20.7,20.6,0,463,0.003104,N
20.7,20.6,0,463.5,0.003104,N
20.7,20.6,0,463,0.003104,N
20.7,20.6,0,464,0.003104,N
20.7,20.6,0,462.5,0.003104,N
20.7,20.6,0,457.67,0.003104,N
20.63,20.63,0,460,0.003096,N
20.7,20.7,0,460,0.003119,N
20.65,20.65,0,458.5,0.003101,N
20.6,20.6,0,461,0.003084,N
20.65,20.65,0,460,0.003101,N
20.6,20.6,0,454,0.003084,N
20.6,20.7,0,451.33,0.003099,N
20.6,20.7,0,457,0.003099,N
20.6,20.7,0,454.5,0.003099,N
20.6,20.7,0,460,0.003099,N
20.6,20.75,0,458.5,0.003106,N
20.6,20.75,0,453.5,0.003106,N
20.6,20.79,0,457,0.003113,N
20.55,20.79,0,450.5,0.003103,N
20.6,20.79,0,454.5,0.003113,N
20.6,20.79,0,463,0.003113,N
20.6,20.79,0,459,0.003113,N
20.6,20.84,0,452.5,0.00312,N
20.6,20.89,0,451,0.003128,N
20.55,20.89,0,446,0.003118,N
20.6,20.84,0,449.5,0.00312,N
20.55,20.89,0,449.5,0.003118,N
20.6,20.89,0,450,0.003128,N
20.6,20.89,0,453.5,0.003128,N
20.6,20.89,0,458.5,0.003128,N
20.58,20.92,0,459.5,0.003127,N
20.6,20.89,0,457,0.003128,N
20.5,20.95,0,458,0.003117,N
20.5,21,0,453,0.003125,N
20.55,21,0,450.5,0.003135,N
20.6,21,0,455,0.003145,N
20.55,21,0,453,0.003135,N
20.55,21,0,454.5,0.003135,N
20.5,21,0,455,0.003125,N
20.6,21,0,452,0.003145,N
20.57,21.03,0,456,0.003143,N
20.55,21.05,0,454,0.003142,N
20.5,21.1,0,453,0.00314,N
20.55,21.1,0,460.5,0.00315,N
20.6,21.1,0,455,0.00316,N
20.5,21.1,0,452,0.00314,N
20.55,21.1,0,453,0.00315,N
20.55,21.1,0,454,0.00315,N
20.5,21.1,0,454.5,0.00314,N
20.5,21.1,0,455,0.00314,N
20.5,21.1,0,454,0.00314,N
20.55,21.1,0,454,0.00315,N
20.5,21.1,0,447,0.00314,N
20.5,21.1,0,454,0.00314,N
20.53,21.2,0,455.67,0.003162,N
20.5,21.2,0,456,0.003155,N
20.5,21.2,0,453,0.003155,N
20.5,21.2,0,452,0.003155,N
20.5,21.2,0,446,0.003155,N
20.5,21.2,0,452.33,0.003155,N
20.5,21.25,0,451,0.003162,N
20.5,21.2,0,449,0.003155,N
20.5,21.2,0,447,0.003155,N
20.5,21.25,0,450,0.003162,N
20.5,21.29,0,449,0.003168,N
20.5,21.26,0,448.33,0.003164,N
20.5,21.27,0,443.75,0.003165,N
20.5,21.29,0,442.5,0.003168,N
20.5,21.29,0,444.5,0.003168,N
20.5,21.29,0,446.25,0.003168,N
20.5,21.29,0,448,0.003168,N
20.5,21.29,0,451,0.003168,N
20.5,21.29,0,452.33,0.003168,N
20.5,21.29,0,447,0.003168,N
20.45,21.29,0,446.5,0.003158,N
20.5,21.29,0,442,0.003168,N
20.5,21.29,0,452,0.003168,N
20.39,21.29,0,450,0.003147,N
20.45,21.29,0,443.5,0.003158,N
20.39,21.29,0,443,0.003147,N
20.43,21.29,0,450,0.003154,N
20.39,21.29,0,445.67,0.003147,N
20.39,21.29,0,443.67,0.003147,N
20.39,21.29,0,445.33,0.003147,N
20.39,21.29,0,449,0.003147,N
20.39,21.29,0,444.5,0.003147,N
20.39,21.29,0,445.5,0.003147,N
20.39,21.29,0,447,0.003147,N
20.39,21.29,0,446.5,0.003147,N
20.39,21.29,0,451,0.003147,N
20.39,21.29,0,448,0.003147,N
20.39,21.29,0,450,0.003147,N
20.39,21.29,0,442.67,0.003147,N
20.39,21.29,0,445,0.003147,N
20.39,21.29,0,444.5,0.003147,N
20.36,21.29,0,441.67,0.00314,N
20.36,21.29,0,442.33,0.00314,N
20.39,21.29,0,441,0.003147,N
20.29,21.29,0,440.5,0.003127,N
20.39,21.29,0,447,0.003147,N
20.34,21.29,0,439.5,0.003137,N
20.29,21.29,0,444,0.003127,N
20.29,21.29,0,445.5,0.003127,N
20.29,21.29,0,446.67,0.003127,N
20.32,21.29,0,444.33,0.003134,N
20.29,21.29,0,446.5,0.003127,N
20.32,21.29,0,449.33,0.003134,N
20.29,21.29,0,445,0.003127,N
20.29,21.29,0,447,0.003127,N
20.29,21.29,0,443.5,0.003127,N
20.29,21.29,0,447,0.003127,N
20.29,21.29,0,445,0.003127,N
20.29,21.29,0,443,0.003127,N
20.29,21.29,0,446,0.003127,N
20.25,21.25,0,438,0.003112,N
20.29,21.29,0,435.33,0.003127,N
20.29,21.29,0,443,0.003127,N
20.29,21.29,0,441,0.003127,N
20.29,21.29,0,439.5,0.003127,N
20.22,21.22,0,445,0.003104,N
20.2,21.2,0,442.5,0.003097,N
20.2,21.2,0,443.5,0.003097,N
20.2,21.2,0,444,0.003097,N
20.2,21.29,0,438,0.00311,N
20.2,21.2,0,439,0.003097,N
20.2,21.29,0,441.5,0.00311,N
20.2,21.29,0,444,0.00311,N
20.2,21.29,0,446.5,0.00311,N
20.2,21.29,0,446,0.00311,N
20.2,21.29,0,447,0.00311,N
20.2,21.29,0,447,0.00311,N
20.2,21.29,0,446.33,0.00311,N
20.2,21.29,0,445.75,0.00311,N
20.2,21.29,0,445,0.00311,N
20.2,21.29,0,444.5,0.00311,N
20.17,21.23,0,446.33,0.003095,N
20.15,21.25,0,446.5,0.003094,N
20.2,21.29,0,448,0.00311,N
20.15,21.25,0,450,0.003094,N
20.15,21.29,0,452,0.0031,N
20.2,21.2,0,449,0.003097,N
20.15,21.2,0,446.5,0.003087,N
20.2,21.2,0,446.5,0.003097,N
20.15,21.2,0,448.5,0.003087,N
20.1,21.2,0,446,0.003078,N
20.2,21.2,0,446,0.003097,N
20.1,21.2,0,441,0.003078,N
20.1,21.2,0,443,0.003078,N
20.1,21.2,0,444.33,0.003078,N
20.1,21,0,444,0.003048,N
20.1,21.1,0,443,0.003063,N
20.1,21.1,0,444,0.003063,N
20.1,21.1,0,447.5,0.003063,N
20.1,21.1,0,443,0.003063,N
20.1,21.07,0,442.33,0.003058,N
20.1,21.07,0,444.67,0.003058,N
20.1,21,0,444.5,0.003048,N
20.1,21,0,445.33,0.003048,N
20.1,21,0,446.5,0.003048,N
20.1,21,0,445,0.003048,N
20.1,21,0,442,0.003048,N
20.17,21,0,439,0.003061,N
20.2,21,0,441,0.003067,N
20.2,20.96,0,445.67,0.003062,N
20.2,20.89,0,446,0.003051,N
20.2,20.86,0,443.67,0.003046,N
20.2,20.89,0,439,0.003051,N
20.2,20.79,0,441,0.003037,N
20.2,20.79,0,442,0.003037,N
20.2,20.75,0,443.5,0.00303,N
20.25,20.84,0,443,0.003052,N
20.25,20.84,0,442,0.003052,N
20.29,20.89,0,443,0.003068,N
20.29,20.89,0,444,0.003068,N
20.29,20.79,0,443,0.003054,N
20.29,20.79,0,442,0.003054,N
20.29,20.79,0,443,0.003054,N
20.29,20.79,0,441,0.003054,N
20.29,20.79,0,446.33,0.003054,N
20.29,20.7,0,446,0.00304,N
20.29,20.7,0,439,0.00304,N
20.36,20.7,0,444.33,0.003053,N
20.29,20.65,0,446,0.003033,N
20.29,20.7,0,442,0.00304,N
20.29,20.7,0,441.5,0.00304,N
20.29,20.7,0,440.5,0.00304,N
20.29,20.7,0,443.5,0.00304,N
20.29,20.7,0,440.5,0.00304,N
20.29,20.7,0,437.5,0.00304,N
20.29,20.7,0,438,0.00304,N
20.29,20.7,0,443,0.00304,N
20.26,20.7,0,443,0.003035,N
20.29,20.7,0,436.33,0.00304,N
20.29,20.76,0,438.33,0.003049,N
20.29,20.7,0,437,0.00304,N
20.29,20.7,0,439,0.00304,N
20.25,20.7,0,436,0.003032,N
20.29,20.7,0,432.5,0.00304,N
20.23,20.63,0,435,0.003019,N
20.25,20.65,0,442,0.003025,N
20.2,20.6,0,444.5,0.003009,N
20.29,20.7,0,447,0.00304,N
20.2,20.6,0,446,0.003009,N
20.23,20.57,0,442.33,0.003009,N
20.25,20.55,0,440,0.00301,N
20.29,20.6,0,440,0.003026,N
20.26,20.5,0,439.67,0.003005,N
20.29,20.5,0,442,0.003011,N
20.29,20.55,0,441,0.003018,N
20.29,20.6,0,441,0.003026,N
20.29,20.5,0,441.75,0.003011,N
20.32,20.5,0,442,0.003017,N
20.39,20.45,0,443,0.003021,N
20.39,20.39,0,443,0.003013,N
20.39,20.29,0,440,0.002998,N
20.39,20.2,0,441,0.002985,N
20.39,20.2,0,439,0.002985,N
20.39,20.2,0,436,0.002985,N
20.39,20.1,0,433.5,0.00297,N
20.39,20.1,0,435,0.00297,N
20.39,20.05,0,434,0.002963,N
20.34,20.05,0,438.5,0.002954,N
20.39,20.05,0,440,0.002963,N
20.39,20,0,439,0.002955,N
20.39,20,0,440.5,0.002955,N
20.39,20,0,433,0.002955,N
20.39,19.95,0,436.5,0.002947,N
20.5,19.89,0,438,0.002959,N
20.43,19.93,0,438,0.002951,N
20.5,19.89,0,441,0.002959,N
20.5,19.89,0,434,0.002959,N
20.5,19.89,0,439.5,0.002959,N
20.5,19.89,0,438,0.002959,N
20.5,19.89,0,435.5,0.002959,N
20.5,19.89,0,436,0.002959,N
20.5,19.89,0,439.5,0.002959,N
20.5,19.89,0,439.5,0.002959,N
20.5,19.89,0,438.5,0.002959,N
20.5,19.89,0,435,0.002959,N
20.5,19.75,0,435,0.002937,N
20.5,19.79,0,436,0.002944,N
20.55,19.84,0,433,0.002961,N
20.5,19.79,0,433.67,0.002944,N
20.5,19.75,0,431.5,0.002937,N
20.5,19.65,0,436.5,0.002923,N
20.5,19.7,0,437,0.002931,N
20.6,19.6,0,435,0.002934,N
20.5,19.75,0,437,0.002937,N
20.6,19.6,0,433,0.002934,N
20.5,19.65,0,431.5,0.002923,N
20.5,19.65,0,432,0.002923,N
20.55,19.65,0,429,0.002932,N
20.55,19.6,0,430,0.002925,N
20.5,19.6,0,430.5,0.002916,N
20.55,19.6,0,433,0.002925,N
20.6,19.6,0,436,0.002934,N
20.6,19.53,0,435,0.002923,N
20.6,19.45,0,434,0.002911,N
20.5,19.55,0,434,0.002908,N
20.5,19.6,0,435,0.002916,N
20.6,19.6,0,438,0.002934,N
20.6,19.5,0,440,0.002919,N
20.57,19.53,0,436.67,0.002918,N
20.57,19.5,0,437.67,0.002913,N
20.57,19.5,0,437,0.002913,N
20.6,19.5,0,433,0.002919,N
20.6,19.45,0,435.5,0.002911,N
20.6,19.5,0,435,0.002919,N
20.6,19.5,0,437,0.002919,N
20.6,19.34,0,436,0.002895,N
20.5,19.34,0,438,0.002877,N
20.6,19.5,0,440,0.002919,N
20.55,19.45,0,438.5,0.002902,N
20.55,19.39,0,436,0.002893,N
20.6,19.34,0,433,0.002895,N
20.5,19.39,0,432.5,0.002884,N
20.5,19.39,0,434.5,0.002884,N
20.55,19.29,0,433.5,0.002878,N
20.6,19.39,0,433.5,0.002902,N
20.6,19.3,0,434.5,0.002888,N
20.6,19.29,0,434,0.002887,N
20.6,19.29,0,435,0.002887,N
20.5,19.34,0,431,0.002877,N
20.5,19.29,0,431.5,0.002869,N
20.46,19.23,0,432.67,0.002854,N
20.5,19.39,0,436,0.002884,N
20.5,19.39,0,436,0.002884,N
20.5,19.25,0,441.5,0.002863,N
20.5,19.2,0,434,0.002856,N
20.39,19.29,0,433.5,0.00285,N
20.43,19.29,0,429.33,0.002856,N
20.5,19.29,0,434.5,0.002869,N
20.5,19.2,0,433.5,0.002856,N
20.5,19.15,0,435.5,0.002849,N
20.45,19.05,0,435,0.002824,N
20.39,19.17,0,434,0.002832,N
20.39,19.25,0,430.5,0.002843,N
20.39,19.2,0,426,0.002837,N
20.5,19.2,0,429,0.002856,N
20.5,19.2,0,435.5,0.002856,N
20.5,19.2,0,433.5,0.002856,N
20.5,19.2,0,427.5,0.002856,N
20.53,19.17,0,429.67,0.002857,N
20.53,19.18,0,433,0.002857,N
20.5,19.1,0,432.5,0.002841,N
20.5,19.1,0,431,0.002841,N
20.53,19.1,0,433.33,0.002847,N
20.5,19.1,0,433,0.002841,N
20.5,19.1,0,434,0.002841,N
20.5,19.1,0,437,0.002841,N
20.5,19.1,0,437,0.002841,N
20.5,19.1,0,439,0.002841,N
20.53,18.96,0,432.33,0.002826,N
20.53,19.08,0,432,0.002842,N
20.5,19.05,0,429.5,0.002834,N
20.5,19.1,0,436.5,0.002841,N
20.53,19,0,432.67,0.002832,N
20.55,19,0,430,0.002835,N
20.5,18.95,0,425,0.002818,N
20.55,19,0,425.5,0.002835,N
20.55,19,0,434,0.002835,N
20.5,19,0,433,0.002826,N
20.5,19,0,433,0.002826,N
20.6,18.96,0,433.5,0.002838,N
20.5,19,0,426,0.002826,N
20.53,18.96,0,426.33,0.002826,N
20.53,18.93,0,430,0.002821,N
20.6,18.95,0,436,0.002835,N
20.6,19,0,437.5,0.002844,N
20.5,19,0,433.5,0.002826,N
20.55,18.95,0,432.5,0.002827,N
20.55,18.95,0,430,0.002827,N
20.5,19,0,433,0.002826,N
20.6,19,0,439,0.002844,N
20.5,18.89,0,429.5,0.00281,N
20.55,19,0,431,0.002835,N
20.6,19,0,433,0.002844,N
20.55,19,0,434,0.002835,N
20.55,18.89,0,434.5,0.002818,N
20.5,18.95,0,435.5,0.002818,N
20.5,18.84,0,434.5,0.002802,N
20.5,18.89,0,433.5,0.00281,N
20.5,19,0,433,0.002826,N
20.5,19,0,433.5,0.002826,N
20.5,19,0,434.5,0.002826,N
20.5,19,0,438,0.002826,N
20.5,18.95,0,437,0.002818,N
20.45,18.95,0,435,0.002808,N
20.5,19,0,434,0.002826,N
20.5,18.9,0,434.5,0.00281,N
20.5,18.89,0,431,0.00281,N
20.5,19,0,433.5,0.002826,N
20.43,18.89,0,431.67,0.002797,N
20.39,18.82,0,428.67,0.002781,N
20.39,18.79,0,429.5,0.002776,N
20.39,18.93,0,434.33,0.002796,N
20.39,18.84,0,430,0.002783,N
20.39,18.7,0,430,0.002762,N
20.39,18.89,0,424,0.002791,N
20.39,18.93,0,427.33,0.002796,N
20.39,18.82,0,430,0.002781,N
20.39,18.79,0,431,0.002776,N
20.39,18.79,0,433.5,0.002776,N
20.45,18.79,0,430,0.002785,N
20.45,18.79,0,434,0.002785,N
20.5,18.79,0,434,0.002795,N
20.5,18.79,0,435.5,0.002795,N
20.5,18.79,0,436.33,0.002795,N
20.5,18.75,0,434.5,0.002788,N
20.5,18.75,0,434,0.002788,N
20.5,18.7,0,434,0.002781,N
20.5,18.79,0,435,0.002795,N
20.5,18.79,0,430.5,0.002795,N
20.5,18.7,0,436,0.002781,N
20.39,18.67,0,431.67,0.002757,N
20.39,18.76,0,428.67,0.002771,N
20.39,18.77,0,431,0.002772,N
20.39,18.72,0,434.5,0.002766,N
20.39,18.7,0,434.5,0.002762,N
20.39,18.7,0,429.5,0.002762,N
20.39,18.75,0,432,0.002769,N
20.39,18.7,0,435.5,0.002762,N
20.39,18.6,0,436,0.002748,N
20.39,18.75,0,430,0.002769,N
20.39,18.76,0,434,0.002771,N
20.39,18.75,0,435,0.002769,N
20.39,18.7,0,434.5,0.002762,N
20.39,18.7,0,427.5,0.002762,N
20.39,18.7,0,433.33,0.002762,N
20.5,18.75,0,433,0.002788,N
20.39,18.7,0,438,0.002762,N
20.45,18.7,0,434,0.002772,N
20.46,18.73,0,432.67,0.002779,N
20.5,18.7,0,435,0.002781,N
20.45,18.7,0,433.5,0.002772,N
20.39,18.6,0,432,0.002748,N
20.39,18.7,0,434,0.002762,N
20.39,18.7,0,439,0.002762,N
20.39,18.7,0,434,0.002762,N
20.45,18.7,0,430,0.002772,N
20.45,18.7,0,435,0.002772,N
20.5,18.7,0,437.5,0.002781,N
20.5,18.7,0,434,0.002781,N
20.45,18.7,0,436,0.002772,N
20.45,18.7,0,432.5,0.002772,N
20.46,18.7,0,429.5,0.002775,N
20.39,18.7,0,430,0.002762,N
20.5,18.7,0,436,0.002781,N
20.5,18.75,0,436.5,0.002788,N
20.46,18.67,0,439.33,0.00277,N
20.39,18.6,0,435,0.002748,N
20.39,18.6,0,432,0.002748,N
20.39,18.65,0,431,0.002755,N
20.39,18.7,0,425.5,0.002762,N
20.39,18.7,0,429,0.002762,N
20.39,18.7,0,431.5,0.002762,N
20.39,18.6,0,435,0.002748,N
20.39,18.7,0,428,0.002762,N
20.39,18.7,0,431.5,0.002762,N
20.39,18.7,0,432.5,0.002762,N
20.45,18.7,0,434.5,0.002772,N
20.39,18.7,0,429,0.002762,N
20.39,18.67,0,428.67,0.002757,N
20.39,18.7,0,432,0.002762,N
20.39,18.7,0,430,0.002762,N
20.39,18.7,0,431,0.002762,N
20.45,18.6,0,431.5,0.002757,N
20.39,18.7,0,433,0.002762,N
20.39,18.7,0,437.5,0.002762,N
20.39,18.7,0,434,0.002762,N
20.39,18.7,0,432,0.002762,N
20.39,18.65,0,433,0.002755,N
20.39,18.7,0,425.5,0.002762,N
20.39,18.7,0,423,0.002762,N
20.39,18.67,0,430,0.002757,N
20.39,18.6,0,434,0.002748,N
20.36,18.6,0,428.67,0.002742,N
20.29,18.65,0,427,0.002738,N
20.34,18.7,0,425.5,0.002754,N
20.34,18.7,0,433.5,0.002754,N
20.34,18.7,0,434.5,0.002754,N
20.39,18.7,0,427,0.002762,N
20.39,18.65,0,433,0.002755,N
20.34,18.65,0,433.5,0.002746,N
20.36,18.67,0,432.67,0.002752,N
20.39,18.7,0,430,0.002762,N
20.34,18.7,0,430.5,0.002754,N
20.39,18.7,0,431,0.002762,N
20.39,18.65,0,431.33,0.002755,N
20.39,18.7,0,433,0.002762,N
20.39,18.7,0,432,0.002762,N
20.39,18.7,0,430,0.002762,N
20.34,18.7,0,431.5,0.002754,N
20.39,18.7,0,430.33,0.002762,N
20.39,18.7,0,429,0.002762,N
20.36,18.67,0,432.67,0.002752,N
20.34,18.6,0,431.5,0.002739,N
20.29,18.75,0,428,0.002752,N
20.29,18.75,0,425.5,0.002752,N
20.29,18.75,0,430.5,0.002752,N
20.29,18.79,0,432,0.002759,N
20.29,18.7,0,433,0.002745,N
20.29,18.75,0,435.5,0.002752,N
20.29,18.79,0,431.5,0.002759,N
20.29,18.77,0,432.75,0.002755,N
20.29,18.7,0,437,0.002745,N
20.29,18.7,0,433.5,0.002745,N
20.29,18.7,0,434,0.002745,N
20.25,18.7,0,438.5,0.002737,N
20.29,18.79,0,436.5,0.002759,N
20.29,18.79,0,437,0.002759,N
20.29,18.79,0,436,0.002759,N
20.29,18.79,0,441,0.002759,N
20.29,18.79,0,440,0.002759,N
20.29,18.75,0,437,0.002752,N
20.29,18.79,0,438.5,0.002759,N
20.29,18.84,0,433,0.002766,N
20.25,18.8,0,434,0.002752,N
20.29,18.76,0,437,0.002754,N
20.29,18.79,0,435,0.002759,N
20.29,18.79,0,434,0.002759,N
20.29,18.79,0,437,0.002759,N
20.29,18.75,0,434.5,0.002752,N
20.29,18.75,0,439,0.002752,N
20.29,18.79,0,433,0.002759,N
20.29,18.7,0,434,0.002745,N
20.25,18.75,0,433,0.002744,N
20.25,18.75,0,432.5,0.002744,N
20.25,18.75,0,433,0.002744,N
20.2,18.75,0,433,0.002737,N
20.25,18.84,0,432,0.002758,N
20.2,18.79,0,434,0.002743,N
20.29,18.79,0,433,0.002759,N
20.25,18.75,0,430.5,0.002744,N
20.29,18.79,0,433,0.002759,N
20.29,18.75,0,434,0.002752,N
20.29,18.84,0,430,0.002766,N
20.29,18.79,0,431.33,0.002759,N
20.29,18.7,0,439,0.002745,N
20.29,18.79,0,439,0.002759,N
20.29,18.73,0,442,0.00275,N
20.2,18.7,0,432,0.00273,N
20.23,18.73,0,427.5,0.00274,N
20.29,18.75,0,433,0.002752,N
20.29,18.6,0,437,0.002731,N
20.29,18.7,0,432,0.002745,N
20.2,18.7,0,426,0.00273,N
20.29,18.7,0,431,0.002745,N
20.29,18.7,0,433.33,0.002745,N
20.29,18.68,0,429.25,0.002742,N
20.26,18.63,0,433.33,0.00273,N
20.25,18.65,0,430.5,0.00273,N
20.29,18.7,0,430,0.002745,N
20.29,18.7,0,433.5,0.002745,N
20.29,18.6,0,432.5,0.002731,N
20.29,18.7,0,432,0.002745,N
20.29,18.7,0,434,0.002745,N
20.29,18.6,0,429,0.002731,N
20.29,18.65,0,438,0.002738,N
20.29,18.7,0,439,0.002745,N
20.29,18.7,0,433,0.002745,N
20.29,18.65,0,433.5,0.002738,N
20.29,18.6,0,431,0.002731,N
20.32,18.57,0,432.67,0.002731,N
20.39,18.6,0,434,0.002748,N
20.39,18.6,0,434,0.002748,N
20.39,18.6,0,436.5,0.002748,N
20.39,18.6,0,432.67,0.002748,N
20.39,18.6,0,429.75,0.002748,N
20.39,18.5,0,428.5,0.002733,N
20.39,18.6,0,434,0.002748,N
20.29,18.6,0,435.5,0.002731,N
20.29,18.39,0,432,0.0027,N
20.25,18.6,0,433,0.002723,N
20.29,18.7,0,434,0.002745,N
20.29,18.65,0,433.5,0.002738,N
20.2,18.6,0,432,0.002715,N
20.2,18.6,0,431,0.002715,N
20.2,18.6,0,435,0.002715,N
20.2,18.6,0,438,0.002715,N
20.2,18.6,0,432,0.002715,N
20.1,18.6,0,430,0.002699,N
20.2,18.6,0,428.5,0.002715,N
20.2,18.6,0,432.67,0.002715,N
20.2,18.6,0,432,0.002715,N
20.2,18.6,0,430,0.002715,N
20.2,18.6,0,431.33,0.002715,N
20.2,18.6,0,432.67,0.002715,N
20.2,18.6,0,434,0.002715,N
20.2,18.6,0,429,0.002715,N
20.2,18.6,0,429,0.002715,N
20.2,18.6,0,433,0.002715,N
20.2,18.6,0,436,0.002715,N
20.2,18.6,0,440,0.002715,N
20.2,18.6,0,436,0.002715,N
20.2,18.6,0,435,0.002715,N
20.2,18.57,0,430,0.00271,N
20.2,18.6,0,425.5,0.002715,N
20.2,18.6,0,432,0.002715,N
20.25,18.6,0,439.5,0.002723,N
20.29,18.6,0,434,0.002731,N
20.29,18.5,0,442,0.002716,N
20.29,18.5,0,439,0.002716,N
20.29,18.57,0,436.67,0.002726,N
20.29,18.5,0,439,0.002716,N
20.29,18.5,0,436,0.002716,N
20.29,18.5,0,435,0.002716,N
20.29,18.55,0,439,0.002723,N
20.29,18.5,0,433,0.002716,N
20.29,18.5,0,435,0.002716,N
20.29,18.5,0,436,0.002716,N
20.25,18.5,0,438,0.002708,N
20.25,18.55,0,439,0.002716,N
20.2,18.5,0,436.5,0.002701,N
20.2,18.5,0,432.67,0.002701,N
20.2,18.5,0,427.5,0.002701,N
20.2,18.5,0,427,0.002701,N
20.25,18.55,0,432,0.002716,N
20.25,18.55,0,438,0.002716,N
20.2,18.5,0,436,0.002701,N
20.2,18.5,0,434,0.002701,N
20.2,18.6,0,435,0.002715,N
20.2,18.6,0,435,0.002715,N
20.2,18.6,260.33,434,0.002715,N
20.2,18.6,401.33,439,0.002715,Y
20.18,18.6,433,437.5,0.002711,N
20.18,18.68,422.5,440.75,0.002722,N
20.2,18.7,419,442,0.00273,N
20.18,18.7,419,448.5,0.002726,N
20.1,18.75,419,451,0.00272,N
20.15,18.7,419,457.25,0.002722,Y
20.13,18.7,409,458.67,0.002719,N
20.18,18.72,411,456,0.002729,N
20.13,18.87,411,458,0.002741,Y
20.15,18.89,411,460,0.002749,Y
20.2,18.89,411,459.75,0.002758,Y
20.2,19.05,411,464,0.002781,Y
20.22,19.05,407.5,463.5,0.002785,Y
20.27,19.22,400,470.25,0.002818,Y
20.29,19.22,400,483.5,0.002822,Y
20.32,19.25,413,488.67,0.00283,Y
20.39,19.22,412.2,496.25,0.00284,Y
20.39,19.26,409,496.25,0.002846,Y
20.42,19.29,411,497,0.002855,Y
20.43,19.16,413,504,0.002838,Y
20.47,19.1,411,503.25,0.002836,Y
20.53,19.32,411,509.25,0.002878,Y
20.5,19.24,405,515,0.002862,Y
20.57,19.2,409,515.33,0.002868,Y
20.63,19.42,405,524.5,0.002911,Y
20.65,19.47,408.5,531,0.002924,Y
20.7,19.5,418.33,530.33,0.002937,Y
20.7,19.5,419,533.67,0.002937,Y
20.7,19.58,419,535.75,0.002948,Y
20.72,19.6,419,546.25,0.002956,Y
20.7,19.53,419,547,0.002942,Y
20.79,19.47,419,546.25,0.002949,Y
20.79,19.5,419,551.25,0.002953,Y
20.79,19.53,419,560,0.002958,Y
20.79,19.53,419,564,0.002957,Y
20.82,19.63,419,568.75,0.002977,Y
20.79,19.63,419,572,0.002974,Y
20.84,19.65,419,573,0.002985,Y
20.89,19.72,419,575.25,0.003005,Y
20.87,19.65,419,579.5,0.00299,Y
20.89,19.6,426,583.5,0.002987,Y
20.89,19.63,423.67,585.33,0.002992,Y
20.89,19.7,426,587.5,0.003002,Y
20.89,19.65,422.5,591.5,0.002995,Y
20.89,19.7,426,594,0.003002,Y
20.89,19.63,419,597.5,0.002991,Y
20.89,19.63,428.33,595.33,0.002992,Y
20.87,19.68,429.5,590.75,0.002994,Y
20.87,19.74,429.5,589.75,0.003004,Y
20.82,19.67,433,591,0.002985,Y
20.84,19.7,433,589.5,0.002992,Y
20.89,19.72,433,595.75,0.003006,Y
20.87,19.72,433,596.75,0.003001,Y
20.86,19.76,433,598.67,0.003005,Y
20.87,19.77,433,605.5,0.003008,Y
20.84,19.75,433,609,0.003,Y
20.84,19.75,433,614,0.003,Y
20.84,19.75,433,614.75,0.003,Y
20.89,19.79,433,621,0.003016,Y
20.87,19.77,433,620.25,0.003008,Y
20.87,19.77,433,617.5,0.003008,Y
20.87,19.77,433,621.25,0.003008,Y
20.89,19.79,433,616.67,0.003016,Y
20.87,19.77,433,620,0.003008,Y
20.86,19.76,433,628.33,0.003005,Y
20.84,19.77,433,635.25,0.003003,Y
20.87,19.77,433,636.5,0.003008,Y
20.89,19.79,433,635.5,0.003016,Y
20.89,19.79,433,635.75,0.003016,Y
20.87,19.77,433,637.5,0.003008,Y
20.84,19.75,433,629.75,0.003,Y
20.87,19.77,433,637.25,0.003008,Y
20.89,19.79,433,647.33,0.003016,Y
20.87,19.77,433,646,0.003008,Y
20.82,19.73,433,642.67,0.002995,Y
20.86,19.79,433,648,0.00301,Y
20.89,19.79,433,655,0.003016,Y
20.92,19.79,433,650.5,0.003021,Y
20.93,19.79,433,643.67,0.003023,Y
20.92,19.79,433,642,0.003021,Y
20.96,19.79,433,639.33,0.00303,Y
20.89,19.79,436.5,648,0.003016,Y
20.89,19.82,426,649,0.00302,Y
20.89,19.79,433,654,0.003016,Y
20.89,19.93,433,660,0.003037,Y
20.89,20.13,442.33,677.33,0.003069,Y
20.89,20.35,435.8,698.2,0.003103,Y
20.89,20.47,447,709.25,0.003121,Y
20.93,20.39,442.33,712,0.003115,Y
20.95,20.5,443.5,710,0.003136,Y
20.95,20.45,447,708,0.003127,Y
20.95,20.55,447,707.5,0.003143,Y
20.95,20.7,447,725.75,0.003166,Y
20.97,20.77,438,733.25,0.003182,Y
21,20.79,441,735.33,0.003191,Y
